#CHR	bp	cM
HanXRQChr05	130400001	49.3983333333333
HanXRQChr05	130500001	49.4016666666667
HanXRQChr05	130600001	49.4083333333333
HanXRQChr05	130700001	49.4116666666667
HanXRQChr05	130800001	49.4183333333333
HanXRQChr05	130900001	49.4216666666667
HanXRQChr05	131000001	49.4283333333333
HanXRQChr05	131100001	49.4316666666667
HanXRQChr05	131200001	49.4383333333333
HanXRQChr05	131300001	49.4416666666667
HanXRQChr05	131400001	49.45
HanXRQChr05	131500001	49.4583333333333
HanXRQChr05	131600001	49.4616666666667
HanXRQChr05	131700001	49.4683333333333
HanXRQChr05	131800001	49.4716666666667
HanXRQChr05	131900001	49.4783333333333
HanXRQChr05	132000001	49.4816666666667
HanXRQChr05	132100001	49.4883333333333
HanXRQChr05	132200001	49.4916666666667
HanXRQChr05	132300001	49.5
HanXRQChr05	132400001	49.5083333333333
HanXRQChr05	132500001	49.5116666666667
HanXRQChr05	132600001	49.5183333333333
HanXRQChr05	132700001	49.5216666666667
HanXRQChr05	132800001	49.5283333333333
HanXRQChr05	132900001	49.5316666666667
HanXRQChr05	133000001	49.54
HanXRQChr05	133100001	49.5483333333333
HanXRQChr05	133200001	49.5516666666667
HanXRQChr05	133300001	49.5583333333333
HanXRQChr05	133400001	49.5616666666667
HanXRQChr05	133500001	49.57
HanXRQChr05	133600001	49.5783333333333
HanXRQChr05	133700001	49.5816666666667
HanXRQChr05	133800001	49.5883333333333
HanXRQChr05	133900001	49.5916666666667
HanXRQChr05	134000001	49.5983333333333
HanXRQChr05	134100001	49.6016666666667
HanXRQChr05	134200001	49.61
HanXRQChr05	134300001	49.6183333333333
HanXRQChr05	134400001	49.6216666666667
HanXRQChr05	134500001	49.63
HanXRQChr05	134600001	49.6383333333333
HanXRQChr05	134700001	49.6416666666667
HanXRQChr05	134800001	49.6483333333333
HanXRQChr05	134900001	49.6516666666667
HanXRQChr05	135000001	49.66
HanXRQChr05	135100001	49.6683333333333
HanXRQChr05	135200001	49.6716666666667
HanXRQChr05	135300001	49.6783333333333
HanXRQChr05	135400001	49.6816666666667
HanXRQChr05	135500001	49.69
HanXRQChr05	135600001	49.6983333333333
HanXRQChr05	135700001	49.7016666666667
HanXRQChr05	135800001	49.71
HanXRQChr05	135900001	49.7183333333333
HanXRQChr05	136000001	49.7216666666667
HanXRQChr05	136100001	49.7283333333333
HanXRQChr05	136200001	49.7316666666667
HanXRQChr05	136300001	49.74
HanXRQChr05	136400001	49.7483333333333
HanXRQChr05	136500001	49.7516666666667
HanXRQChr05	136600001	49.76
HanXRQChr05	136700001	49.7683333333333
HanXRQChr05	136800001	49.7716666666667
HanXRQChr05	136900001	49.78
HanXRQChr05	137000001	49.7883333333333
HanXRQChr05	137100001	49.7916666666667
HanXRQChr05	137200001	49.8
HanXRQChr05	137300001	49.8083333333333
HanXRQChr05	137400001	49.8116666666667
HanXRQChr05	137500001	49.82
HanXRQChr05	137600001	49.8283333333333
HanXRQChr05	137700001	49.8316666666667
HanXRQChr05	137800001	49.84
HanXRQChr05	137900001	49.8483333333333
HanXRQChr05	138000001	49.8516666666667
HanXRQChr05	138100001	49.86
HanXRQChr05	138200001	49.8683333333333
HanXRQChr05	138300001	49.8716666666667
HanXRQChr05	138400001	49.88
HanXRQChr05	138500001	49.8883333333333
HanXRQChr05	138600001	49.8916666666667
HanXRQChr05	138700001	49.9
HanXRQChr05	138800001	49.9083333333333
HanXRQChr05	138900001	49.9116666666667
HanXRQChr05	139000001	49.92
HanXRQChr05	139100001	49.9283333333333
HanXRQChr05	139200001	49.9316666666667
HanXRQChr05	139300001	49.94
HanXRQChr05	139400001	49.9483333333333
HanXRQChr05	139500001	49.9516666666667
HanXRQChr05	139600001	49.96
HanXRQChr05	139700001	49.9683333333333
HanXRQChr05	139800001	49.9716666666667
HanXRQChr05	139900001	49.98
HanXRQChr05	140000001	49.99
HanXRQChr05	140100001	49.9983333333333
HanXRQChr05	140200001	50.0016666666667
HanXRQChr05	140300001	50.01
HanXRQChr05	140400001	50.0183333333333
HanXRQChr05	140500001	50.0216666666667
HanXRQChr05	140600001	50.03
HanXRQChr05	140700001	50.04
HanXRQChr05	140800001	50.0483333333333
HanXRQChr05	140900001	50.0516666666667
HanXRQChr05	141000001	50.06
HanXRQChr05	141100001	50.0683333333333
HanXRQChr05	141200001	50.0716666666667
HanXRQChr05	141300001	50.08
HanXRQChr05	141400001	50.09
HanXRQChr05	141500001	50.0983333333333
HanXRQChr05	141600001	50.1016666666667
HanXRQChr05	141700001	50.11
HanXRQChr05	141800001	50.1183333333333
HanXRQChr05	141900001	50.1216666666667
HanXRQChr05	142000001	50.13
HanXRQChr05	142100001	50.14
HanXRQChr05	142200001	50.1483333333333
HanXRQChr05	142300001	50.1516666666667
HanXRQChr05	142400001	50.16
HanXRQChr05	142500001	50.17
HanXRQChr05	142600001	50.1783333333333
HanXRQChr05	142700001	50.1816666666667
HanXRQChr05	142800001	50.19
HanXRQChr05	142900001	50.1983333333333
HanXRQChr05	143000001	50.2016666666667
HanXRQChr05	143100001	50.21
HanXRQChr05	143200001	50.22
HanXRQChr05	143300001	50.2283333333333
HanXRQChr05	143400001	50.2316666666667
HanXRQChr05	143500001	50.24
HanXRQChr05	143600001	50.25
HanXRQChr05	143700001	50.2583333333333
HanXRQChr05	143800001	50.2616666666667
HanXRQChr05	143900001	50.27
HanXRQChr05	144000001	50.28
HanXRQChr05	144100001	50.2883333333333
HanXRQChr05	144200001	50.2916666666667
HanXRQChr05	144300001	50.3
HanXRQChr05	144400001	50.31
HanXRQChr05	144500001	50.3183333333333
HanXRQChr05	144600001	50.3216666666667
HanXRQChr05	144700001	50.33
HanXRQChr05	144800001	50.34
HanXRQChr05	144900001	50.3483333333333
HanXRQChr05	145000001	50.3516666666667
HanXRQChr05	145100001	50.36
HanXRQChr05	145200001	50.37
HanXRQChr05	145300001	50.3783333333333
HanXRQChr05	145400001	50.3816666666667
HanXRQChr05	145500001	50.39
HanXRQChr05	145600001	50.4
HanXRQChr05	145700001	50.41
HanXRQChr05	145800001	50.4183333333333
HanXRQChr05	145900001	50.4216666666667
HanXRQChr05	146000001	50.43
HanXRQChr05	146100001	50.44
HanXRQChr05	146200001	50.4483333333333
HanXRQChr05	146300001	50.4516666666667
HanXRQChr05	146400001	50.46
HanXRQChr05	146500001	50.47
HanXRQChr05	146600001	50.48
HanXRQChr05	146700001	50.4883333333333
HanXRQChr05	146800001	50.4916666666667
HanXRQChr05	146900001	50.5
HanXRQChr05	147000001	50.51
HanXRQChr05	147100001	50.5183333333333
HanXRQChr05	147200001	50.5216666666667
HanXRQChr05	147300001	50.53
HanXRQChr05	147400001	50.54
HanXRQChr05	147500001	50.55
HanXRQChr05	147600001	50.5583333333333
HanXRQChr05	147700001	50.5616666666667
HanXRQChr05	147800001	50.57
HanXRQChr05	147900001	50.58
HanXRQChr05	148000001	50.59
HanXRQChr05	148100001	50.5983333333333
HanXRQChr05	148200001	50.6016666666667
HanXRQChr05	148300001	50.61
HanXRQChr05	148400001	50.62
HanXRQChr05	148500001	50.6283333333333
HanXRQChr05	148600001	50.6316666666667
HanXRQChr05	148700001	50.64
HanXRQChr05	148800001	50.65
HanXRQChr05	148900001	50.66
HanXRQChr05	149000001	50.6683333333333
HanXRQChr05	149100001	50.6716666666667
HanXRQChr05	149200001	50.68
HanXRQChr05	149300001	50.69
HanXRQChr05	149400001	50.7
HanXRQChr05	149500001	50.7083333333333
HanXRQChr05	149600001	50.7116666666667
HanXRQChr05	149700001	50.72
HanXRQChr05	149800001	50.73
HanXRQChr05	149900001	50.74
HanXRQChr05	150000001	50.7483333333333
HanXRQChr05	150100001	50.7516666666667
HanXRQChr05	150200001	50.76
HanXRQChr05	150300001	50.77
HanXRQChr05	150400001	50.78
HanXRQChr05	150500001	50.79
HanXRQChr05	150600001	50.7983333333333
HanXRQChr05	150700001	50.8016666666667
HanXRQChr05	150800001	50.81
HanXRQChr05	150900001	50.82
HanXRQChr05	151000001	50.83
HanXRQChr05	151100001	50.8383333333333
HanXRQChr05	151200001	50.8416666666667
HanXRQChr05	151300001	50.85
HanXRQChr05	151400001	50.86
HanXRQChr05	151500001	50.87
HanXRQChr05	151600001	50.8783333333333
HanXRQChr05	151700001	50.8816666666667
HanXRQChr05	151800001	50.89
HanXRQChr05	151900001	50.9
HanXRQChr05	152000001	50.91
HanXRQChr05	152100001	50.92
HanXRQChr05	152200001	50.9283333333333
HanXRQChr05	152300001	50.9316666666667
HanXRQChr05	152400001	50.94
HanXRQChr05	152500001	50.95
HanXRQChr05	152600001	50.96
HanXRQChr05	152700001	50.9683333333333
HanXRQChr05	152800001	50.9716666666667
HanXRQChr05	152900001	50.98
HanXRQChr05	153000001	50.99
HanXRQChr05	153100001	51
HanXRQChr05	153200001	51.01
HanXRQChr05	153300001	51.0183333333333
HanXRQChr05	153400001	51.0216666666667
HanXRQChr05	153500001	51.03
HanXRQChr05	153600001	51.04
HanXRQChr05	153700001	51.05
HanXRQChr05	153800001	51.06
HanXRQChr05	153900001	51.0683333333333
HanXRQChr05	154000001	51.0716666666667
HanXRQChr05	154100001	51.08
HanXRQChr05	154200001	51.09
HanXRQChr05	154300001	51.1
HanXRQChr05	154400001	51.11
HanXRQChr05	154500001	51.1183333333333
HanXRQChr05	154600001	51.1216666666667
HanXRQChr05	154700001	51.13
HanXRQChr05	154800001	51.14
HanXRQChr05	154900001	51.15
HanXRQChr05	155000001	51.1583333333333
HanXRQChr05	155100001	51.1616666666667
HanXRQChr05	155200001	51.17
HanXRQChr05	155300001	51.18
HanXRQChr05	155400001	51.19
HanXRQChr05	155500001	51.2
HanXRQChr05	155600001	51.2083333333333
HanXRQChr05	155700001	51.2116666666667
HanXRQChr05	155800001	51.22
HanXRQChr05	155900001	51.23
HanXRQChr05	156000001	51.24
HanXRQChr05	156100001	51.25
HanXRQChr05	156200001	51.2583333333333
HanXRQChr05	156300001	51.2616666666667
HanXRQChr05	156400001	51.27
HanXRQChr05	156500001	51.28
HanXRQChr05	156600001	51.29
HanXRQChr05	156700001	51.3
HanXRQChr05	156800001	51.3083333333333
HanXRQChr05	156900001	51.3116666666667
HanXRQChr05	157000001	51.32
HanXRQChr05	157100001	51.33
HanXRQChr05	157200001	51.34
HanXRQChr05	157300001	51.35
HanXRQChr05	157400001	51.3583333333333
HanXRQChr05	157500001	51.3616666666667
HanXRQChr05	157600001	51.37
HanXRQChr05	157700001	51.38
HanXRQChr05	157800001	51.39
HanXRQChr05	157900001	51.4
HanXRQChr05	158000001	51.4083333333333
HanXRQChr05	158100001	51.4116666666667
HanXRQChr05	158200001	51.42
HanXRQChr05	158300001	51.43
HanXRQChr05	158400001	51.44
HanXRQChr05	158500001	51.45
HanXRQChr05	158600001	51.46
HanXRQChr05	158700001	51.4683333333333
HanXRQChr05	158800001	51.4716666666667
HanXRQChr05	158900001	51.48
HanXRQChr05	159000001	51.49
HanXRQChr05	159100001	51.5
HanXRQChr05	159200001	51.51
HanXRQChr05	159300001	51.5183333333333
HanXRQChr05	159400001	51.5216666666667
HanXRQChr05	159500001	51.53
HanXRQChr05	159600001	51.54
HanXRQChr05	159700001	51.55
HanXRQChr05	159800001	51.56
HanXRQChr05	159900001	51.5683333333333
HanXRQChr05	160000001	51.5716666666667
HanXRQChr05	160100001	51.58
HanXRQChr05	160200001	51.59
HanXRQChr05	160300001	51.6
HanXRQChr05	160400001	51.61
HanXRQChr05	160500001	51.6183333333333
HanXRQChr05	160600001	51.6216666666667
HanXRQChr05	160700001	51.63
HanXRQChr05	160800001	51.64
HanXRQChr05	160900001	51.65
HanXRQChr05	161000001	51.66
HanXRQChr05	161100001	51.6683333333333
HanXRQChr05	161200001	51.6716666666667
HanXRQChr05	161300001	51.68
HanXRQChr05	161400001	51.69
HanXRQChr05	161500001	51.7
HanXRQChr05	161600001	51.71
HanXRQChr05	161700001	51.7183333333333
HanXRQChr05	161800001	51.7216666666667
HanXRQChr05	161900001	51.73
HanXRQChr05	162000001	51.74
HanXRQChr05	162100001	51.75
HanXRQChr05	162200001	51.76
HanXRQChr05	162300001	51.7683333333333
HanXRQChr05	162400001	51.7716666666667
HanXRQChr05	162500001	51.78
HanXRQChr05	162600001	51.79
HanXRQChr05	162700001	51.8
HanXRQChr05	162800001	51.8083333333333
HanXRQChr05	162900001	51.8116666666667
HanXRQChr05	163000001	51.82
HanXRQChr05	163100001	51.83
HanXRQChr05	163200001	51.84
HanXRQChr05	163300001	51.85
HanXRQChr05	163400001	51.8583333333333
HanXRQChr05	163500001	51.8616666666667
HanXRQChr05	163600001	51.87
HanXRQChr05	163700001	51.88
HanXRQChr05	163800001	51.89
HanXRQChr05	163900001	51.9
HanXRQChr05	164000001	51.9083333333333
HanXRQChr05	164100001	51.9116666666667
HanXRQChr05	164200001	51.92
HanXRQChr05	164300001	51.93
HanXRQChr05	164400001	51.94
HanXRQChr05	164500001	51.9483333333333
HanXRQChr05	164600001	51.9516666666667
HanXRQChr05	164700001	51.96
HanXRQChr05	164800001	51.97
HanXRQChr05	164900001	51.98
HanXRQChr05	165000001	51.99
HanXRQChr05	165100001	51.9983333333333
HanXRQChr05	165200001	52.0016666666667
HanXRQChr05	165300001	52.01
HanXRQChr05	165400001	52.02
HanXRQChr05	165500001	52.03
HanXRQChr05	165600001	52.0383333333333
HanXRQChr05	165700001	52.0416666666667
HanXRQChr05	165800001	52.05
HanXRQChr05	165900001	52.06
HanXRQChr05	166000001	52.07
HanXRQChr05	166100001	52.0783333333333
HanXRQChr05	166200001	52.0816666666667
HanXRQChr05	166300001	52.09
HanXRQChr05	166400001	52.1
HanXRQChr05	166500001	52.11
HanXRQChr05	166600001	52.12
HanXRQChr05	166700001	52.1283333333333
HanXRQChr05	166800001	52.1316666666667
HanXRQChr05	166900001	52.14
HanXRQChr05	167000001	52.15
HanXRQChr05	167100001	52.16
HanXRQChr05	167200001	52.1683333333333
HanXRQChr05	167300001	52.1716666666667
HanXRQChr05	167400001	52.18
HanXRQChr05	167500001	52.19
HanXRQChr05	167600001	52.2
HanXRQChr05	167700001	52.2083333333333
HanXRQChr05	167800001	52.2116666666667
HanXRQChr05	167900001	52.22
HanXRQChr05	168000001	52.23
HanXRQChr05	168100001	52.2383333333333
HanXRQChr05	168200001	52.2416666666667
HanXRQChr05	168300001	52.25
HanXRQChr05	168400001	52.26
HanXRQChr05	168500001	52.27
HanXRQChr05	168600001	52.2783333333333
HanXRQChr05	168700001	52.2816666666667
HanXRQChr05	168800001	52.29
HanXRQChr05	168900001	52.3
HanXRQChr05	169000001	52.31
HanXRQChr05	169100001	52.3183333333333
HanXRQChr05	169200001	52.3216666666667
HanXRQChr05	169300001	52.33
HanXRQChr05	169400001	52.34
HanXRQChr05	169500001	52.3483333333333
HanXRQChr05	169600001	52.3516666666667
HanXRQChr05	169700001	52.36
HanXRQChr05	169800001	52.37
HanXRQChr05	169900001	52.38
HanXRQChr05	170000001	52.3883333333333
HanXRQChr05	170100001	52.3916666666667
HanXRQChr05	170200001	52.4
HanXRQChr05	170300001	52.41
HanXRQChr05	170400001	52.4183333333333
HanXRQChr05	170500001	52.4216666666667
HanXRQChr05	170600001	52.43
HanXRQChr05	170700001	52.44
HanXRQChr05	170800001	52.45
HanXRQChr05	170900001	52.4583333333333
HanXRQChr05	171000001	52.4616666666667
HanXRQChr05	171100001	52.47
HanXRQChr05	171200001	52.48
HanXRQChr05	171300001	52.4883333333333
HanXRQChr05	171400001	52.4916666666667
HanXRQChr05	171500001	52.5
HanXRQChr05	171600001	52.51
HanXRQChr05	171700001	52.5183333333333
HanXRQChr05	171800001	52.5216666666667
HanXRQChr05	171900001	52.53
HanXRQChr05	172000001	52.54
HanXRQChr05	172100001	52.5483333333333
HanXRQChr05	172200001	52.5516666666667
HanXRQChr05	172300001	52.56
HanXRQChr05	172400001	52.57
HanXRQChr05	172500001	52.5783333333333
HanXRQChr05	172600001	52.5816666666667
HanXRQChr05	172700001	52.59
HanXRQChr05	172800001	52.6
HanXRQChr05	172900001	52.6083333333333
HanXRQChr05	173000001	52.6116666666667
HanXRQChr05	173100001	52.62
HanXRQChr05	173200001	52.6283333333333
HanXRQChr05	173300001	52.6316666666667
HanXRQChr05	173400001	52.64
HanXRQChr05	173500001	52.65
HanXRQChr05	173600001	52.6583333333333
HanXRQChr05	173700001	52.6616666666667
HanXRQChr05	173800001	52.67
HanXRQChr05	173900001	52.68
HanXRQChr05	174000001	52.6883333333333
HanXRQChr05	174100001	52.6916666666667
HanXRQChr05	174200001	52.7
HanXRQChr05	174300001	52.7083333333333
HanXRQChr05	174400001	52.7116666666667
HanXRQChr05	174500001	52.72
HanXRQChr05	174600001	52.73
HanXRQChr05	174700001	52.7383333333333
HanXRQChr05	174800001	52.7416666666667
HanXRQChr05	174900001	52.75
HanXRQChr05	175000001	52.7583333333333
HanXRQChr05	175100001	52.7616666666667
HanXRQChr05	175200001	52.77
HanXRQChr05	175300001	52.78
HanXRQChr05	175400001	52.7883333333333
HanXRQChr05	175500001	52.7916666666667
HanXRQChr05	175600001	52.8
HanXRQChr05	175700001	52.8083333333333
HanXRQChr05	175800001	52.8116666666667
HanXRQChr05	175900001	52.82
HanXRQChr05	176000001	52.8283333333333
HanXRQChr05	176100001	52.8316666666667
HanXRQChr05	176200001	52.84
HanXRQChr05	176300001	52.8483333333333
HanXRQChr05	176400001	52.8516666666667
HanXRQChr05	176500001	52.86
HanXRQChr05	176600001	52.87
HanXRQChr05	176700001	52.8783333333333
HanXRQChr05	176800001	52.8816666666667
HanXRQChr05	176900001	52.89
HanXRQChr05	177000001	52.8983333333333
HanXRQChr05	177100001	52.9016666666667
HanXRQChr05	177200001	52.91
HanXRQChr05	177300001	52.9183333333333
HanXRQChr05	177400001	52.9216666666667
HanXRQChr05	177500001	52.93
HanXRQChr05	177600001	52.9383333333333
HanXRQChr05	177700001	52.9416666666667
HanXRQChr05	177800001	52.95
HanXRQChr05	177900001	52.9583333333333
HanXRQChr05	178000001	52.9616666666667
HanXRQChr05	178100001	52.97
HanXRQChr05	178200001	52.9783333333333
HanXRQChr05	178300001	52.9816666666667
HanXRQChr05	178400001	52.9883333333333
HanXRQChr05	178500001	52.9916666666667
HanXRQChr05	178600001	53
HanXRQChr05	178700001	53.0083333333333
HanXRQChr05	178800001	53.0116666666667
HanXRQChr05	178900001	53.02
HanXRQChr05	179000001	53.0283333333333
HanXRQChr05	179100001	53.0316666666667
HanXRQChr05	179200001	53.04
HanXRQChr05	179300001	53.0483333333333
HanXRQChr05	179400001	53.0516666666667
HanXRQChr05	179500001	53.06
HanXRQChr05	179600001	53.0683333333333
HanXRQChr05	179700001	53.0716666666667
HanXRQChr05	179800001	53.0783333333333
HanXRQChr05	179900001	53.0816666666667
HanXRQChr05	180000001	53.09
HanXRQChr05	180100001	53.0983333333333
HanXRQChr05	180200001	53.1016666666667
HanXRQChr05	180300001	53.1083333333333
HanXRQChr05	180400001	53.1116666666667
HanXRQChr05	180500001	53.12
HanXRQChr05	180600001	53.1283333333333
HanXRQChr05	180700001	53.1316666666667
HanXRQChr05	180800001	53.1383333333333
HanXRQChr05	180900001	53.1416666666667
HanXRQChr05	181000001	53.15
HanXRQChr05	181100001	53.1583333333333
HanXRQChr05	181200001	53.1616666666667
HanXRQChr05	181300001	53.1683333333333
HanXRQChr05	181400001	53.1716666666667
HanXRQChr05	181500001	53.18
HanXRQChr05	181600001	53.1883333333333
HanXRQChr05	181700001	53.1916666666667
HanXRQChr05	181800001	53.1983333333333
HanXRQChr05	181900001	53.2016666666667
HanXRQChr05	182000001	53.21
HanXRQChr05	182100001	53.2183333333333
HanXRQChr05	182200001	53.2216666666667
HanXRQChr05	182300001	53.2283333333333
HanXRQChr05	182400001	53.2316666666667
HanXRQChr05	182500001	53.2383333333333
HanXRQChr05	182600001	53.2416666666667
HanXRQChr05	182700001	53.2483333333333
HanXRQChr05	182800001	53.2516666666667
HanXRQChr05	182900001	53.26
HanXRQChr05	183000001	53.2683333333333
HanXRQChr05	183100001	53.2716666666667
HanXRQChr05	183200001	53.2783333333333
HanXRQChr05	183300001	53.2816666666667
HanXRQChr05	183400001	53.2883333333333
HanXRQChr05	183500001	53.2916666666667
HanXRQChr05	183600001	53.2983333333333
HanXRQChr05	183700001	53.3016666666667
HanXRQChr05	183800001	53.3083333333333
HanXRQChr05	183900001	53.3116666666667
HanXRQChr05	184000001	53.32
HanXRQChr05	184100001	53.3283333333333
HanXRQChr05	184200001	53.3316666666667
HanXRQChr05	184300001	53.3383333333333
HanXRQChr05	184400001	53.3416666666667
HanXRQChr05	184500001	53.3483333333333
HanXRQChr05	184600001	53.3516666666667
HanXRQChr05	184700001	53.3583333333333
HanXRQChr05	184800001	53.3616666666667
HanXRQChr05	184900001	53.3683333333333
HanXRQChr05	185000001	53.3716666666667
HanXRQChr05	185100001	53.3783333333333
HanXRQChr05	185200001	53.3816666666667
HanXRQChr05	185300001	53.3883333333333
HanXRQChr05	185400001	53.3916666666667
HanXRQChr05	185500001	53.3983333333333
HanXRQChr05	185600001	53.4016666666667
HanXRQChr05	185700001	53.4083333333333
HanXRQChr05	185800001	53.4116666666667
HanXRQChr05	185900001	53.4183333333333
HanXRQChr05	186000001	53.4216666666667
HanXRQChr05	186100001	53.4283333333333
HanXRQChr05	186200001	53.4316666666667
HanXRQChr05	186300001	53.4375
HanXRQChr05	186400001	53.44
HanXRQChr05	186500001	53.4425
HanXRQChr05	186600001	53.4483333333333
HanXRQChr05	186700001	53.4516666666667
HanXRQChr05	186800001	53.4583333333333
HanXRQChr05	186900001	53.4616666666667
HanXRQChr05	187000001	53.4683333333333
HanXRQChr05	187100001	53.4716666666667
HanXRQChr05	187200001	53.4783333333333
HanXRQChr05	187300001	53.4816666666667
HanXRQChr05	187400001	53.4875
HanXRQChr05	187500001	53.49
HanXRQChr05	187600001	53.4925
HanXRQChr05	187700001	53.4983333333333
HanXRQChr05	187800001	53.5016666666667
HanXRQChr05	187900001	53.5083333333333
HanXRQChr05	188000001	53.5116666666667
HanXRQChr05	188100001	53.5175
HanXRQChr05	188200001	53.52
